what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1376988771344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376988773846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376988778282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989124469
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1376989124479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989127205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989748188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989752511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989769561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.aboutAction",1376989769572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376989770702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990022056
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1376990026548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990029995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990033268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990034880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990063732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376990070627
